,PCR,수정주가,CPS,code,year
2018/12(IFRS연결),19.89,"76,500","3,847",008775,2018
2019/12(IFRS연결),9.00,"90,800","10,093",008775,2019
2020/12(IFRS연결),-63.72,"82,300","-1,292",008775,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",73.69,"78,000","1,059",008775,2021
2017/12(IFRS연결),-0.79,"4,575","-5,819",008560,2017
2018/12(IFRS연결),-0.60,"4,280","-7,086",008560,2018
2019/12(IFRS연결),-0.48,"3,790","-7,966",008560,2019
2020/12(IFRS연결),-0.55,"3,665","-6,659",008560,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-0.97,"5,150","-5,320",008560,2021
2017/12(IFRS연결),,,"2,419",307950,2017
2018/12(IFRS연결),,,"2,208",307950,2018
2019/12(IFRS연결),13.15,"50,400","3,833",307950,2019
2020/12(IFRS연결),22.43,"123,500","5,506",307950,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",16.22,"138,000","8,510",307950,2021
2017/12(IFRS연결),4.76,"13,900","2,918",005940,2017
2018/12(IFRS연결),-2.46,"13,050","-5,313",005940,2018
2019/12(IFRS연결),56.40,"12,700",225,005940,2019
2020/12(IFRS연결),-0.73,"11,300","-15,511",005940,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.10,"12,500","11,388",005940,2021
2017/12(IFRS연결),41.82,"7,690",184,019175,2017
2018/12(IFRS연결),11.04,"6,410",581,019175,2018
2019/12(IFRS연결),20.65,"7,240",351,019175,2019
2020/12(IFRS연결),341.08,"124,000",364,019175,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-24.82,"31,950","-1,287",019175,2021
2017/12(IFRS연결),-4.51,"39,600","-8,783",029780,2017
2018/12(IFRS연결),-9.93,"34,550","-3,479",029780,2018
2019/12(IFRS연결),3.81,"38,600","10,137",029780,2019
2020/12(IFRS연결),-4.89,"32,500","-6,641",029780,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-1.41,"31,500","-22,371",029780,2021
2017/12(IFRS연결),-106.13,"541,971","-5,107",128940,2017
2018/12(IFRS연결),208.06,"438,859","2,109",128940,2018
2019/12(IFRS연결),282.61,"285,559","1,010",128940,2019
2020/12(IFRS연결),29.22,"359,513","12,302",128940,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",16.84,"276,000","16,393",128940,2021
2017/12(IFRS연결),-4.03,"36,600","-9,078",016360,2017
2018/12(IFRS연결),-1.85,"31,500","-17,024",016360,2018
2019/12(IFRS연결),-0.87,"38,600","-44,211",016360,2019
2020/12(IFRS연결),-0.90,"40,450","-45,052",016360,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-1.93,"44,900","-23,236",016360,2021
2017/12(IFRS연결),-9.83,"28,300","-2,878",006360,2017
2018/12(IFRS연결),3.20,"43,750","13,687",006360,2018
2019/12(IFRS연결),3.27,"31,050","9,507",006360,2019
2020/12(IFRS연결),5.47,"37,800","6,913",006360,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",3.05,"39,600","12,995",006360,2021
2017/12(IFRS연결),2.72,"171,148","62,820",001045,2017
2018/12(IFRS연결),2.81,"121,500","43,212",001045,2018
2019/12(IFRS연결),0.89,"96,600","108,362",001045,2019
2020/12(IFRS연결),1.08,"92,100","85,039",001045,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",0.89,"83,400","94,022",001045,2021
2017/12(IFRS연결),2.72,"171,148","62,820",00104K,2017
2018/12(IFRS연결),2.81,"121,500","43,212",00104K,2018
2019/12(IFRS연결),0.89,"96,600","108,362",00104K,2019
2020/12(IFRS연결),1.08,"92,100","85,039",00104K,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",0.89,"83,400","94,022",00104K,2021
2017/12(IFRS연결),-440.54,"55,540",-126,068760,2017
2018/12(IFRS연결),151.17,"57,627",381,068760,2018
2019/12(IFRS연결),51.16,"37,912",741,068760,2019
2020/12(IFRS연결),240.53,"231,788",964,068760,2020
"2021/12(IFRS별도)
													
													연간컨센서스보기",50.26,"124,400","2,475",068760,2021
2017/12(IFRS별도),14.54,"23,800","1,637",052690,2017
2018/12(IFRS별도),9.86,"20,900","2,120",052690,2018
2019/12(IFRS별도),28.30,"20,050",709,052690,2019
2020/12(IFRS연결),40.55,"17,850",440,052690,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-206.09,"85,000",-412,052690,2021
2017/12(IFRS연결),-2.32,"39,455","-17,008",010620,2017
2018/12(IFRS연결),4.62,"60,000","12,982",010620,2018
2019/12(IFRS연결),-25.41,"46,050","-1,813",010620,2019
2020/12(IFRS연결),7.49,"48,000","6,409",010620,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",40.16,"70,000","1,743",010620,2021
2017/12(IFRS연결),-72.94,"17,152",-235,028300,2017
2018/12(IFRS연결),-103.00,"35,457",-344,028300,2018
2019/12(IFRS연결),-94.30,"50,989",-541,028300,2019
2020/12(IFRS연결),-83.33,"46,309",-556,028300,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-67.52,"34,800",-515,028300,2021
2017/12(IFRS연결),-209.87,"103,008",-491,008930,2017
2018/12(IFRS연결),"1,896.45","74,654",39,008930,2018
2019/12(IFRS연결),194.44,"36,903",190,008930,2019
2020/12(IFRS연결),370.78,"74,657",201,008930,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",271.69,"54,200",199,008930,2021
2017/12(IFRS연결),5.78,"18,150","3,138",047050,2017
2018/12(IFRS연결),-15.37,"18,200","-1,184",047050,2018
2019/12(IFRS연결),1.43,"18,650","13,041",047050,2019
2020/12(IFRS연결),1.60,"14,550","9,067",047050,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-5.43,"22,450","-4,131",047050,2021
2017/12(IFRS연결),16.39,"84,900","5,179",008770,2017
2018/12(IFRS연결),19.89,"76,500","3,847",008770,2018
2019/12(IFRS연결),9.00,"90,800","10,093",008770,2019
2020/12(IFRS연결),-63.72,"82,300","-1,292",008770,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",73.69,"78,000","1,059",008770,2021
2017/12(IFRS연결),-192.75,"35,550",-184,012450,2017
2018/12(IFRS연결),30.15,"32,500","1,078",012450,2018
2019/12(IFRS연결),2.54,"35,050","13,820",012450,2019
2020/12(IFRS연결),3.33,"28,500","8,551",012450,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",2.45,"48,000","19,554",012450,2021
2017/12(IFRS연결),2.92,"12,000","4,114",000990,2017
2018/12(IFRS연결),2.68,"10,850","4,052",000990,2018
2019/12(IFRS연결),7.63,"27,600","3,619",000990,2019
2020/12(IFRS연결),7.32,"51,000","6,964",000990,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.23,"72,700","8,832",000990,2021
2017/12(IFRS연결),2.92,"12,000","4,114",000995,2017
2018/12(IFRS연결),2.68,"10,850","4,052",000995,2018
2019/12(IFRS연결),7.63,"27,600","3,619",000995,2019
2020/12(IFRS연결),7.32,"51,000","6,964",000995,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",8.23,"72,700","8,832",000995,2021
2017/12(IFRS연결),12.08,"381,000","31,534",002380,2017
2018/12(IFRS연결),6.05,"309,000","51,056",002380,2018
2019/12(IFRS연결),8.97,"233,500","26,029",002380,2019
2020/12(IFRS연결),2.58,"197,500","76,465",002380,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",6.60,"315,000","47,718",002380,2021
2017/12(IFRS연결),7.29,"5,920",812,047040,2017
2018/12(IFRS연결),12.71,"5,390",424,047040,2018
2019/12(IFRS연결),-6.36,"4,740",-745,047040,2019
2020/12(IFRS연결),5.07,"4,985",983,047040,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.37,"5,770","4,203",047040,2021
2017/12(IFRS연결),2.72,"171,148","62,820",001040,2017
2018/12(IFRS연결),2.81,"121,500","43,212",001040,2018
2019/12(IFRS연결),0.89,"96,600","108,362",001040,2019
2020/12(IFRS연결),1.08,"92,100","85,039",001040,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",0.89,"83,400","94,022",001040,2021
2017/12(IFRS연결),30.45,"1,032",34,001440,2017
2018/12(IFRS연결),60.97,931,15,001440,2018
2019/12(IFRS연결),6.71,565,84,001440,2019
2020/12(IFRS연결),70.90,"1,257",18,001440,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-79.47,"1,633",-21,001440,2021
2017/12(IFRS연결),,,"1,792",278280,2017
2018/12(IFRS연결),,,"2,774",278280,2018
2019/12(IFRS연결),26.69,"61,600","2,308",278280,2019
2020/12(IFRS연결),95.70,"182,400","1,906",278280,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",-244.14,"348,600","-1,428",278280,2021
2017/12(IFRS연결),7.02,"40,300","5,743",007070,2017
2018/12(IFRS연결),9.60,"40,500","4,218",007070,2018
2019/12(IFRS연결),3.76,"39,250","10,446",007070,2019
2020/12(IFRS연결),3.29,"34,450","10,467",007070,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",3.87,"30,400","7,858",007070,2021
2017/12(IFRS연결),9.37,"72,500","7,740",014680,2017
2018/12(IFRS연결),8.70,"77,500","8,904",014680,2018
2019/12(IFRS연결),11.78,"106,000","8,995",014680,2019
2020/12(IFRS연결),13.45,"196,500","14,612",014680,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",24.18,"305,500","12,637",014680,2021
2017/12(IFRS연결),-1.14,"13,900","-12,222",042660,2017
2018/12(IFRS연결),5.04,"34,150","6,771",042660,2018
2019/12(IFRS연결),1.17,"27,850","23,713",042660,2019
2020/12(IFRS연결),-6.41,"27,400","-4,276",042660,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",5.09,"23,050","4,528",042660,2021
2017/12(IFRS연결),3.90,"199,000","51,046",023530,2017
2018/12(IFRS연결),34.33,"211,000","6,146",023530,2018
2019/12(IFRS연결),2.34,"135,500","57,860",023530,2019
2020/12(IFRS연결),1.95,"102,500","52,669",023530,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",1.35,"87,200","64,623",023530,2021
2017/12(IFRS연결),0.79,"41,500","52,482",00088K,2017
2018/12(IFRS연결),1.12,"31,350","28,079",00088K,2018
2019/12(IFRS연결),0.97,"25,000","25,717",00088K,2019
2020/12(IFRS연결),0.80,"28,300","35,164",00088K,2020
"2021/12(IFRS연결)
													
													연간컨센서스보기",0.43,"31,400","73,824",00088K,2021
2017/12(IFRS연결),0.79,"41,500","52,482",000885,2017
2018/12(IFRS연결),1.12,"31,350","28,079",000885,2018
2019/12(IFRS연결),0.97,"25,000","25,717",000885,2019
