,매출액,영업이익,영업이익(발표기준),세전계속사업이익,당기순이익,당기순이익(지배),당기순이익(비지배),자산총계,부채총계,자본총계,자본총계(지배),자본총계(비지배),자본금,영업활동현금흐름,투자활동현금흐름,재무활동현금흐름,CAPEX,FCF,이자발생부채,영업이익률,순이익률,ROE(%),ROA(%),부채비율,자본유보율,EPS(원),PER(배),BPS(원),PBR(배),현금DPS(원),현금배당수익률,현금배당성향(%),발행주식수(보통주),name,code,year
"2017/12
									
(IFRS연결)","613,963","24,685","24,685","25,581","18,695","17,258","1,437","412,210","265,473","146,737","132,243","14,494","9,042","21,663","-25,829","8,408","25,755","-4,093","94,505",4.02,3.04,13.69,4.73,180.92,"1,535.94","9,543",11.11,"73,441",1.44,400,0.38,4.22,"163,647,814",LG전자우,066575,2017
"2018/12
									
(IFRS연결)","613,417","27,033","27,033","20,086","14,728","12,401","2,327","443,284","280,215","163,069","142,533",,"9,042","45,416","-44,203","8,193","31,665","13,751","109,012",4.41,2.40,9.03,3.44,171.84,"1,658.84","6,858",9.08,"79,156",0.79,750,1.20,10.96,"163,647,814",LG전자우,066575,2018
"2019/12
									
(IFRS연결)","623,062","24,361","24,361","5,286","1,799",313,"1,487","448,599","284,347","164,251","143,301","20,951","9,042","36,892","-20,833","-11,170","20,721","16,170","112,588",3.91,0.29,0.22,0.40,173.12,"1,634.72",173,416.75,"79,582",0.91,750,1.04,434.42,"163,647,814",LG전자우,066575,2019
"2020/12
									
(IFRS연결)","580,579","39,051","39,051","33,433","20,638","19,683",955,"482,042","306,621","175,421","154,375","21,046","9,042","46,286","-23,145","-9,939","22,819","23,467","107,818",6.73,3.55,13.23,4.44,174.79,"1,833.30","10,885",12.40,"85,732",1.57,"1,200",0.89,11.02,"163,647,814",LG전자우,066575,2020
"2021/12
									
(IFRS연결)","747,216","38,638","38,638","35,434","14,150","10,317","3,833","534,815","333,834","200,980","172,306","28,674","9,042","26,774","-24,655","-2,823","26,481",293,"108,870",5.17,1.89,6.32,2.78,166.10,"1,933.04","5,705",24.19,"95,691",1.44,850,0.62,14.92,"163,647,814",LG전자우,066575,2021
"2017/12
									
(IFRS연결)","61,051","9,300","9,300","8,611","6,183","6,064",119,"47,785","16,967","30,818","29,962",855,886,"7,355","-3,338","-3,511","2,842","4,513","6,041",15.23,10.13,21.94,13.33,55.06,"3,546.10","34,226",34.74,"178,815",6.65,"9,000",0.76,24.89,"15,618,197",LG생활건강우,051905,2017
"2018/12
									
(IFRS연결)","67,475","10,392","10,392","9,560","6,923","6,827",95,"52,759","16,819","35,940","35,121",820,886,"8,171","-4,303","-3,780","3,563","4,608","4,833",15.40,10.26,20.98,13.77,46.80,"4,132.20","38,534",28.57,"209,600",5.25,"9,250",0.84,22.72,"15,618,197",LG생활건강우,051905,2018
"2019/12
									
(IFRS연결)","76,854","11,764","11,764","10,921","7,882","7,781",101,"64,937","22,566","42,371","41,467",904,886,"11,396","-4,614","-4,294","3,261","8,136","7,028",15.31,10.26,20.32,13.39,53.26,"4,822.48","43,916",28.71,"247,477",5.10,"11,000",0.87,23.70,"15,618,197",LG생활건강우,051905,2019
"2020/12
									
(IFRS연결)","78,445","12,209","12,209","11,211","8,131","7,976",155,"68,014","19,522","48,492","47,560",932,886,"10,048","-7,459","-4,657","5,057","4,991","4,702",15.56,10.37,17.92,12.23,40.26,"5,534.21","45,018",35.99,"283,837",5.71,"11,000",0.68,23.12,"15,618,197",LG생활건강우,051905,2020
"2021/12
									
(IFRS연결)","80,915","12,896","12,896","11,874","8,611","8,445",166,"75,552","20,574","54,978","53,880","1,098",886,"9,845","-4,651","-2,384","3,219","6,626","5,228",15.94,10.64,16.65,12.00,37.42,"6,300.24","47,665",23.01,"321,556",3.41,"12,000",1.09,23.82,"15,618,197",LG생활건강우,051905,2021
"2017/12
									
(IFRS연결)","461,627","32,218","32,218","32,237","21,451","21,038",413,"342,501","149,408","193,093","180,858","12,236","4,686","21,802","-10,661","-16,707","9,384","12,418","55,779",6.98,4.65,11.96,6.42,77.38,"3,800.39","22,449",9.11,"194,069",1.05,"8,000",3.91,35.44,"92,465,564",SK이노우,096775,2017
"2018/12
									
(IFRS연결)","542,165","21,032","21,032","23,875","16,990","16,511",479,"358,534","166,791","191,743","181,226","10,516","4,686","16,995","-24,694","6,043","12,715","4,280","80,138",3.88,3.13,9.12,4.85,86.99,"3,989.65","17,619",10.19,"205,445",0.87,"8,000",4.46,42.90,"92,465,564",SK이노우,096775,2018
"2019/12
									
(IFRS연결)","493,069","11,136","11,136","5,005",658,-357,"1,015","395,345","213,213","182,132","174,681","7,451","4,686","18,258","-31,668","16,861","25,766","-7,508","122,921",2.26,0.13,-0.20,0.17,117.06,"3,828.88",-381,N/A,"198,025",0.76,"3,000",2.00,-740.62,"92,465,564",SK이노우,096775,2019
"2020/12
									
(IFRS연결)","345,499","-24,203","-24,203","-27,584","-21,467","-21,728",260,"384,981","230,397","154,585","145,400","9,185","4,686","28,508","-41,287","21,447","37,631","-9,123","147,519",-7.00,-6.21,-13.58,-5.50,149.04,"3,379.04","-23,185",N/A,"173,957",1.09,0,0.00,0.00,"92,465,564",SK이노우,096775,2020
"2021/12
									
(IFRS연결)","468,429","17,542","17,542","8,310","5,010","3,046","1,964","495,574","299,242","196,332","173,234","23,098","4,686","-4,830","-41,232","50,297","31,877","-36,707","174,599",3.74,1.07,1.91,1.14,152.42,"3,822.01","3,250",73.38,"206,117",1.16,0,0.00,0.02,"92,465,564",SK이노우,096775,2021
"2017/12
									
(IFRS연결)","9,491","5,078","5,078","4,915","3,862","3,825",37,"33,155","8,836","24,319","23,089","1,470","1,227","4,975","-2,451",-963,210,"4,764","6,409",53.51,40.69,17.53,12.19,36.33,"1,799.46","2,748",72.76,"16,646",12.01,0,0.00,0.00,"139,275,116",셀트리온,068270,2017
"2018/12
									
(IFRS연결)","9,821","3,387","3,387","3,177","2,536","2,618",-83,"35,406","9,078","26,328","25,240",,"1,255","3,821","-1,931","-1,981",794,"3,027","5,166",34.49,25.82,10.84,7.40,34.48,"1,975.54","1,877",109.13,"18,183",11.26,0,0.00,0.00,"139,662,250",셀트리온,068270,2018
"2019/12
									
(IFRS연결)","11,285","3,781","3,781","3,786","2,980","2,976",4,"38,937","9,867","29,070","27,942","1,128","1,283","4,740","-2,514",-859,943,"3,797","4,954",33.50,26.41,11.19,8.02,33.94,"2,181.03","2,126",82.05,"20,108",8.68,0,0.00,0.00,"140,087,710",셀트리온,068270,2019
"2020/12
									
(IFRS연결)","18,491","7,121","7,121","6,507","5,192","5,113",79,"50,477","15,925","34,552","33,353","1,199","1,350","3,507","-4,720","2,660",870,"2,637","7,744",38.51,28.08,16.68,11.61,46.09,"2,467.14","3,645",96.68,"23,962",14.70,0,0.00,0.00,"140,399,791",셀트리온,068270,2020
"2021/12
									
(IFRS연결)","19,116","7,525","7,525","7,469","5,914","5,751",163,"56,973","16,237","40,736","39,404","1,331","1,379","9,112","-3,558",-693,634,"8,478","7,444",39.36,30.94,15.81,11.01,39.86,"2,850.36","4,091",48.40,"28,276",7.00,735,0.37,17.82,"140,679,441",셀트리온,068270,2021
"2017/12
									
(IFRS연결)","392,293","40,153","40,153","41,384","33,435","33,114",320,"4,367,856","4,027,408","340,448","340,387",61,"20,906","-48,360","-87,294","146,887","2,984",,"618,388",10.23,8.52,10.18,0.82,"1,182.97","1,564.67","7,920",8.01,"85,302",0.74,"1,920",3.03,23.15,"418,111,537",KB금융,105560,2017
"2018/12
									
(IFRS연결)","420,271","42,675","42,675","43,015","30,619","30,612",8,"4,795,883","4,438,753","357,130","357,039",,"20,906","-89,576","-44,803","117,438","4,523",,"732,480",10.15,7.29,8.78,0.67,"1,242.89","1,654.63","7,321",6.35,"90,264",0.52,"1,920",4.13,24.82,"418,111,537",KB금융,105560,2018
"2019/12
									
(IFRS연결)","471,697","44,906","44,906","45,340","33,132","33,118",14,"5,185,381","4,794,188","391,193","385,339","5,854","20,906","94,007","-123,344","22,776","6,087",,"753,062",9.52,7.02,8.92,0.66,"1,225.53","1,825.59","7,923",6.01,"98,898",0.48,"2,210",4.64,26.00,"415,807,920",KB금융,105560,2019
"2020/12
									
(IFRS연결)","556,802","46,343","46,343","47,800","35,156","34,684",471,"6,107,199","5,673,176","434,024","425,446","8,578","20,906","-115,407","-109,884","252,623","4,249",,"950,735",8.32,6.31,8.56,0.62,"1,307.11","2,030.46","8,341",5.20,"109,191",0.40,"1,770",4.08,19.88,"415,807,920",KB금융,105560,2020
"2021/12
									
(IFRS연결)","589,176","60,976","60,976","60,816","43,844","44,095",-252,"6,638,958","6,156,019","482,939","474,606","8,333","20,906","-67,003","-38,560","108,214","2,866",,"1,082,900",10.35,7.44,9.80,0.69,"1,274.70","2,264.45","10,605",5.19,"121,808",0.45,"2,940",5.35,25.98,"415,807,920",KB금융,105560,2021
"2017/12
									
(IFRS연결)","239,892","38,300","38,300","37,976","29,492","29,188",304,"4,263,070","3,926,034","337,036","328,202","8,834","26,451","10,213","-107,036","103,325","1,552",,"690,009",15.97,12.29,9.13,0.72,"1,164.87","1,174.21","6,155",8.03,"69,212",0.71,"1,450",2.94,23.56,"474,199,587",신한지주,055550,2017
"2018/12
									
(IFRS연결)","238,119","44,994","44,994","44,666","31,983","31,567",415,"4,596,005","4,229,491","366,514","357,256",,"26,451","-63,202","-55,126","138,065","1,429",,"839,937",18.90,13.43,9.21,0.72,"1,153.98","1,291.55","6,657",5.95,"75,923",0.52,"1,600",4.04,23.86,"474,199,587",신한지주,055550,2018
"2019/12
									
(IFRS연결)","300,050","50,462","50,462","49,115","36,424","34,035","2,389","5,524,196","5,104,892","419,304","391,779","27,524","27,325","71,790","-226,879","158,788","2,704",,"1,004,065",16.82,12.14,9.09,0.72,"1,217.47","1,475.40","7,003",6.19,"81,997",0.53,"1,850",4.27,25.97,"474,199,587",신한지주,055550,2019
"2020/12
									
(IFRS연결)","290,007","49,297","49,297","47,539","34,981","34,146",835,"6,052,341","5,588,772","463,569","440,696","22,873","29,696","-44,093","-30,259","78,806","2,797",,"1,038,937",17.00,12.06,8.20,0.60,"1,205.60","1,483.43","6,742",4.75,"82,516",0.39,"1,500",4.68,23.54,"516,599,554",신한지주,055550,2020
"2021/12
									
(IFRS연결)","286,756","59,521","59,521","55,837","41,126","40,193",934,"6,481,522","5,986,138","495,384","472,912","22,473","29,696","110,801","-120,305","49,617","3,349",,"1,110,656",20.76,14.34,8.80,0.66,"1,208.38","1,589.78","7,526",4.89,"88,548",0.42,"1,960",5.33,26.04,"516,599,554",신한지주,055550,2021
"2017/12
									
(IFRS연결)","606,551","46,218","46,218","41,797","29,735","27,901","1,834","790,250","315,610","474,640","437,329","37,311","4,824","56,073","-38,179","-15,655","22,876","33,197","211,567",7.62,4.90,6.48,3.74,66.49,"9,218.26","32,001",10.39,"546,664",0.61,"8,000",2.41,22.94,"87,186,835",POSCO홀딩스,005490,2017
"2018/12
									
(IFRS연결)","649,778","55,426","55,426","35,628","18,921","16,906","2,015","782,483","314,887","467,596","433,713",,"4,824","58,697","-26,480","-31,950","21,356","37,342","203,040",8.53,2.91,3.88,2.41,67.34,"9,458.18","19,391",12.53,"542,133",0.45,"10,000",4.12,47.32,"87,186,835",POSCO홀딩스,005490,2018
"2019/12
									
(IFRS연결)","643,668","38,689","38,689","30,533","19,826","18,351","1,476","790,587","312,640","477,947","444,719","33,228","4,824","60,047","-36,829","-15,122","25,192","34,854","211,171",6.01,3.08,4.18,2.52,65.41,"9,630.20","21,048",11.24,"555,096",0.43,"10,000",4.23,43.66,"87,186,835",POSCO홀딩스,005490,2019
"2020/12
									
(IFRS연결)","577,928","24,030","24,030","20,251","17,882","16,021","1,860","790,870","314,124","476,746","443,314","33,432","4,824","86,857","-62,593","-10,909","31,969","54,888","212,373",4.16,3.09,3.61,2.26,65.89,"9,830.37","18,376",14.80,"583,189",0.47,,,38.72,"87,186,835",POSCO홀딩스,005490,2020
"2021/12
									
(IFRS연결)","763,323","92,381","92,381","94,161","71,959","66,172","5,787","914,716","366,667","548,049","504,274","43,776","4,824","62,594","-55,835","-7,687","30,797","31,797","225,192",12.10,9.43,13.97,8.44,66.90,"10,970.25","75,897",3.62,"666,803",0.41,"17,000",6.19,19.43,"87,186,835",POSCO홀딩스,005490,2021
"2017/12
									
(IFRS연결)","613,963","24,685","24,685","25,581","18,695","17,258","1,437","412,210","265,473","146,737","132,243","14,494","9,042","21,663","-25,829","8,408","25,755","-4,093","94,505",4.02,3.04,13.69,4.73,180.92,"1,535.94","9,543",11.11,"73,441",1.44,400,0.38,4.22,"163,647,814",LG전자,066570,2017
"2018/12
									
(IFRS연결)","613,417","27,033","27,033","20,086","14,728","12,401","2,327","443,284","280,215","163,069","142,533",,"9,042","45,416","-44,203","8,193","31,665","13,751","109,012",4.41,2.40,9.03,3.44,171.84,"1,658.84","6,858",9.08,"79,156",0.79,750,1.20,10.96,"163,647,814",LG전자,066570,2018
"2019/12
									
(IFRS연결)","623,062","24,361","24,361","5,286","1,799",313,"1,487","448,599","284,347","164,251","143,301","20,951","9,042","36,892","-20,833","-11,170","20,721","16,170","112,588",3.91,0.29,0.22,0.40,173.12,"1,634.72",173,416.75,"79,582",0.91,750,1.04,434.42,"163,647,814",LG전자,066570,2019
"2020/12
									
(IFRS연결)","580,579","39,051","39,051","33,433","20,638","19,683",955,"482,042","306,621","175,421","154,375","21,046","9,042","46,286","-23,145","-9,939","22,819","23,467","107,818",6.73,3.55,13.23,4.44,174.79,"1,833.30","10,885",12.40,"85,732",1.57,"1,200",0.89,11.02,"163,647,814",LG전자,066570,2020
"2021/12
									
(IFRS연결)","747,216","38,638","38,638","35,434","14,150","10,317","3,833","534,815","333,834","200,980","172,306","28,674","9,042","26,774","-24,655","-2,823","26,481",293,"108,870",5.17,1.89,6.32,2.78,166.10,"1,933.04","5,705",24.19,"95,691",1.44,850,0.62,14.92,"163,647,814",LG전자,066570,2021
"2017/12
									
(IFRS연결)","906,128","57,450","57,450","74,431","50,665","16,774","33,890","1,097,835","640,270","457,564","136,601","320,963",154,"69,301","-62,929","-4,080","49,719","19,582","329,084",6.34,5.59,12.53,4.76,139.93,"96,552.39","23,650",11.97,"242,249",1.17,"4,000",1.41,13.45,"70,360,297",SK우,03473K,2017
"2018/12
									
(IFRS연결)","1,001,616","46,838","46,838","75,581","61,511","22,531","38,980","1,194,570","685,691","508,879","166,275",,154,"78,565","-101,818","19,297","62,756","15,809","373,631",4.68,6.14,14.88,5.37,134.75,"115,396.60","31,767",8.18,"294,873",0.88,"5,000",1.92,12.51,"70,360,297",SK우,03473K,2018
"2019/12
									
(IFRS연결)","978,115","37,359","37,359","28,358","16,060","7,169","8,891","1,326,114","804,354","521,760","166,838","354,923",154,"80,277","-106,856","38,186","78,250","2,028","489,398",3.82,1.64,4.30,1.27,154.16,"119,875.22","10,108",25.92,"315,570",0.83,"5,000",1.91,37.37,"70,360,297",SK우,03473K,2019
"2020/12
									
(IFRS연결)","808,188",-769,-769,317,"-1,084","1,894","-2,978","1,376,679","858,080","518,599","174,350","344,249",154,"96,946","-104,189","32,436","92,388","4,559","549,277",-0.10,-0.13,1.11,-0.08,165.46,"127,125.62","2,670",90.08,"329,764",0.73,"7,000",2.91,195.45,"70,360,297",SK우,03473K,2020
"2021/12
									
(IFRS연결)","983,250","49,355","49,355","60,268","57,184","19,702","37,482","1,653,809","998,157","655,651","212,483","443,168",161,"61,252","-154,325","115,979","87,497","-26,245","633,801",5.02,5.82,10.19,3.77,152.24,"138,287.26","27,657",9.08,"375,047",0.67,"8,000",3.19,22.72,"74,149,329",SK우,03473K,2021
"2017/12
									
(IFRS연결)","292,790","8,813","8,813","8,250","4,811","6,398","-1,587","490,489","238,977","251,512","225,568","25,945",191,"13,124","2,799","-11,167","6,780","6,344","60,342",3.01,1.64,3.13,1.03,95.02,"84,799.73","3,344",37.68,"136,764",0.92,"2,000",1.59,51.57,"189,690,043",삼성물산,028260,2017
"2018/12
									
(IFRS연결)","311,556","11,039","11,039","23,827","17,482","17,128",355,"424,067","198,577","225,489","199,466",,191,"16,784","1,678","-18,847","5,404","11,380","45,166",3.54,5.61,8.06,3.82,88.06,"91,044.17","8,953",11.78,"120,938",0.87,"2,000",1.90,19.26,"189,690,043",삼성물산,028260,2018
"2019/12
									
(IFRS연결)","307,615","8,668","8,668","15,266","10,479","10,501",-22,"459,055","192,134","266,921","240,961","25,960",191,"7,708","6,071","-16,124","3,451","4,257","39,621",2.82,3.41,4.77,2.37,71.98,"94,439.65","5,489",19.77,"146,097",0.74,"2,000",1.84,31.42,"189,690,043",삼성물산,028260,2019
"2020/12
									
(IFRS연결)","302,161","8,571","8,571","14,652","11,607","10,355","1,252","543,317","213,863","329,455","301,980","27,475",189,"12,679","-8,484","-6,163","2,849","9,830","36,135",2.84,3.84,3.81,2.32,64.91,"99,776.75","5,468",25.24,"183,094",0.75,"2,300",1.67,36.64,"186,887,081",삼성물산,028260,2020
"2021/12
									
(IFRS연결)","344,552","11,960","11,960","24,805","18,291","16,350","1,940","552,454","218,930","333,524","304,055","29,469",189,"11,957","-8,044","-6,851","5,370","6,588","32,643",3.47,5.31,5.40,3.34,65.64,"106,252.66","8,673",13.72,"184,352",0.65,"4,200",3.53,42.37,"186,887,081",삼성물산,028260,2021
"2017/12
									
(IFRS연결)","351,446","20,249","20,249","27,344","15,577","15,682",-104,"417,368","123,779","293,590","292,954",636,"4,911","19,487","-10,655","-3,955","6,769","12,719","30,667",5.76,4.43,5.43,3.73,42.16,"6,146.92","16,109",16.33,"309,334",0.85,"3,500",1.33,21.14,"97,343,863",현대모비스,012330,2017
"2018/12
									
(IFRS연결)","351,492","20,250","20,250","24,749","18,882","18,888",-6,"430,711","123,677","307,034","306,305",,"4,911","16,101","-9,440","-7,206","5,314","10,787","27,011",5.76,5.37,6.30,4.45,40.28,"6,412.49","19,403",9.79,"323,432",0.59,"4,000",2.11,20.06,"97,343,863",현대모비스,012330,2018
"2019/12
									
(IFRS연결)","380,488","23,593","23,593","32,143","22,943","22,907",36,"466,061","141,964","324,096","323,300",796,"4,911","26,441","-7,202","-9,720","7,894","18,546","30,012",6.20,6.03,7.28,5.12,43.80,"6,730.80","23,867",10.73,"345,993",0.74,"4,000",1.56,16.37,"95,306,694",현대모비스,012330,2019
"2020/12
									
(IFRS연결)","366,265","18,303","18,303","21,180","15,268","15,291",-23,"484,977","151,696","333,281","332,527",755,"4,911","24,767","-12,568","-2,319","10,959","13,808","32,895",5.00,4.17,4.66,3.21,45.52,"6,974.06","16,082",15.89,"359,387",0.71,"4,000",1.57,24.20,"95,054,694",현대모비스,012330,2020
"2021/12
									
(IFRS연결)","417,022","20,401","20,401","31,945","23,625","23,523",102,"514,825","161,251","353,575","352,730",844,"4,911","26,088","-19,534","-9,624","9,218","16,870","35,110",4.89,5.67,6.87,4.73,45.61,"7,346.53","24,818",10.25,"387,397",0.66,"4,000",1.57,15.51,"94,573,094",현대모비스,012330,2021
"2017/12
									
(IFRS연결)","461,627","32,218","32,218","32,237","21,451","21,038",413,"342,501","149,408","193,093","180,858","12,236","4,686","21,802","-10,661","-16,707","9,384","12,418","55,779",6.98,4.65,11.96,6.42,77.38,"3,800.39","22,449",9.11,"194,069",1.05,"8,000",3.91,35.44,"92,465,564",SK이노베이션,096770,2017
"2018/12
									
(IFRS연결)","542,165","21,032","21,032","23,875","16,990","16,511",479,"358,534","166,791","191,743","181,226","10,516","4,686","16,995","-24,694","6,043","12,715","4,280","80,138",3.88,3.13,9.12,4.85,86.99,"3,989.65","17,619",10.19,"205,445",0.87,"8,000",4.46,42.90,"92,465,564",SK이노베이션,096770,2018
